combination,frequency,percentage
adaptability_signs|content_triggers|social_orientation|stress_indicators|vocabulary_range,2,0.02
belief_expression|controversy_handling|general_decription|reaction_patterns|value_signals,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|conflict_approach|stress_indicators,2,0.02
adaptability_signs|conflict_approach|controversy_handling|general_decription|message_effectiveness,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|reaction_patterns|vocabulary_range,2,0.02
conflict_approach|language_formality|narrative_voice|opinion_expression|stress_indicators,2,0.02
adaptability_signs|brevity_style|cognitive_patterns|content_triggers|social_orientation,2,0.02
adaptability_signs|authenticity_markers|community_role|controversy_handling|language_formality,2,0.02
cognitive_patterns|conflict_approach|general_decription|reaction_patterns|stress_indicators,2,0.02
brevity_style|cognitive_patterns|identity_projection|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|brevity_style|cognitive_patterns|conflict_approach|message_effectiveness,2,0.02
authenticity_markers|brevity_style|conflict_approach|identity_projection|value_signals,2,0.02
authenticity_markers|belief_expression|emotional_expression|narrative_voice|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|community_role|message_effectiveness|reaction_patterns,2,0.02
adaptability_signs|belief_expression|content_triggers|social_orientation|vocabulary_range,2,0.02
belief_expression|general_decription|language_formality|value_signals|vocabulary_range,2,0.02
brevity_style|conflict_approach|identity_projection|punctuation_style|vocabulary_range,2,0.02
conflict_approach|general_decription|language_formality|opinion_expression|value_signals,2,0.02
authenticity_markers|community_role|controversy_handling|language_formality|value_signals,2,0.02
adaptability_signs|belief_expression|content_triggers|reaction_patterns|vocabulary_range,2,0.02
content_triggers|controversy_handling|general_decription|message_effectiveness|punctuation_style,2,0.02
belief_expression|identity_projection|language_formality|opinion_expression|value_signals,2,0.02
community_role|conflict_approach|general_decription|message_effectiveness|social_orientation,2,0.02
cognitive_patterns|conflict_approach|content_triggers|opinion_expression|punctuation_style,2,0.02
emotional_expression|opinion_expression|reaction_patterns|social_orientation|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|content_triggers|message_effectiveness|narrative_voice,2,0.02
cognitive_patterns|controversy_handling|narrative_voice|reaction_patterns|stress_indicators,2,0.02
emotional_expression|language_formality|narrative_voice|social_orientation|value_signals,2,0.02
content_triggers|emotional_expression|language_formality|value_signals|vocabulary_range,2,0.02
adaptability_signs|narrative_voice|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
identity_projection|narrative_voice|opinion_expression|value_signals|vocabulary_range,2,0.02
conflict_approach|controversy_handling|language_formality|message_effectiveness|punctuation_style,2,0.02
cognitive_patterns|controversy_handling|emotional_expression|opinion_expression|value_signals,2,0.02
adaptability_signs|content_triggers|controversy_handling|narrative_voice|opinion_expression,2,0.02
belief_expression|general_decription|language_formality|punctuation_style|stress_indicators,2,0.02
conflict_approach|language_formality|reaction_patterns|stress_indicators|value_signals,2,0.02
authenticity_markers|general_decription|punctuation_style|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|emotional_expression|general_decription|narrative_voice|social_orientation,2,0.02
authenticity_markers|brevity_style|controversy_handling|narrative_voice|social_orientation,2,0.02
belief_expression|community_role|content_triggers|opinion_expression|reaction_patterns,2,0.02
content_triggers|language_formality|message_effectiveness|social_orientation|vocabulary_range,2,0.02
belief_expression|conflict_approach|emotional_expression|language_formality|message_effectiveness,2,0.02
authenticity_markers|cognitive_patterns|narrative_voice|opinion_expression|punctuation_style,2,0.02
language_formality|message_effectiveness|narrative_voice|value_signals|vocabulary_range,2,0.02
brevity_style|community_role|identity_projection|opinion_expression|vocabulary_range,2,0.02
community_role|conflict_approach|narrative_voice|stress_indicators|value_signals,2,0.02
cognitive_patterns|message_effectiveness|narrative_voice|punctuation_style|stress_indicators,2,0.02
adaptability_signs|general_decription|language_formality|punctuation_style|social_orientation,2,0.02
adaptability_signs|authenticity_markers|emotional_expression|opinion_expression|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|community_role|content_triggers|general_decription,2,0.02
adaptability_signs|conflict_approach|emotional_expression|language_formality|social_orientation,2,0.02
brevity_style|emotional_expression|identity_projection|opinion_expression|punctuation_style,2,0.02
brevity_style|narrative_voice|opinion_expression|reaction_patterns|value_signals,2,0.02
cognitive_patterns|community_role|identity_projection|message_effectiveness|value_signals,2,0.02
authenticity_markers|content_triggers|language_formality|message_effectiveness|social_orientation,2,0.02
controversy_handling|general_decription|identity_projection|language_formality|message_effectiveness,2,0.02
cognitive_patterns|controversy_handling|general_decription|language_formality|vocabulary_range,2,0.02
brevity_style|conflict_approach|content_triggers|narrative_voice|opinion_expression,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|community_role|language_formality,2,0.02
cognitive_patterns|general_decription|punctuation_style|stress_indicators|value_signals,2,0.02
community_role|conflict_approach|content_triggers|general_decription|stress_indicators,2,0.02
brevity_style|content_triggers|identity_projection|reaction_patterns|stress_indicators,2,0.02
general_decription|message_effectiveness|narrative_voice|stress_indicators|value_signals,2,0.02
adaptability_signs|authenticity_markers|emotional_expression|message_effectiveness|reaction_patterns,2,0.02
brevity_style|controversy_handling|punctuation_style|social_orientation|vocabulary_range,2,0.02
cognitive_patterns|controversy_handling|general_decription|narrative_voice|punctuation_style,2,0.02
brevity_style|identity_projection|message_effectiveness|narrative_voice|opinion_expression,2,0.02
belief_expression|identity_projection|language_formality|reaction_patterns|social_orientation,2,0.02
language_formality|message_effectiveness|narrative_voice|stress_indicators|value_signals,2,0.02
community_role|controversy_handling|emotional_expression|identity_projection|opinion_expression,2,0.02
authenticity_markers|content_triggers|general_decription|message_effectiveness|reaction_patterns,2,0.02
conflict_approach|language_formality|opinion_expression|reaction_patterns|vocabulary_range,2,0.02
belief_expression|community_role|conflict_approach|controversy_handling|value_signals,2,0.02
adaptability_signs|brevity_style|controversy_handling|narrative_voice|stress_indicators,2,0.02
adaptability_signs|controversy_handling|identity_projection|message_effectiveness|vocabulary_range,2,0.02
belief_expression|controversy_handling|emotional_expression|general_decription|social_orientation,2,0.02
adaptability_signs|content_triggers|message_effectiveness|reaction_patterns|social_orientation,2,0.02
authenticity_markers|belief_expression|identity_projection|message_effectiveness|opinion_expression,2,0.02
content_triggers|controversy_handling|general_decription|punctuation_style|stress_indicators,2,0.02
belief_expression|brevity_style|identity_projection|opinion_expression|social_orientation,2,0.02
adaptability_signs|language_formality|message_effectiveness|social_orientation|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|community_role|message_effectiveness|value_signals,2,0.02
belief_expression|controversy_handling|emotional_expression|general_decription|opinion_expression,2,0.02
authenticity_markers|controversy_handling|emotional_expression|narrative_voice|value_signals,2,0.02
belief_expression|brevity_style|emotional_expression|narrative_voice|opinion_expression,2,0.02
authenticity_markers|belief_expression|conflict_approach|message_effectiveness|social_orientation,2,0.02
belief_expression|cognitive_patterns|community_role|conflict_approach|vocabulary_range,2,0.02
adaptability_signs|brevity_style|emotional_expression|social_orientation|stress_indicators,2,0.02
brevity_style|language_formality|narrative_voice|opinion_expression|vocabulary_range,2,0.02
controversy_handling|general_decription|language_formality|message_effectiveness|value_signals,2,0.02
authenticity_markers|content_triggers|controversy_handling|identity_projection|message_effectiveness,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|opinion_expression|vocabulary_range,2,0.02
narrative_voice|opinion_expression|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|community_role|content_triggers|social_orientation,2,0.02
cognitive_patterns|content_triggers|message_effectiveness|reaction_patterns|value_signals,2,0.02
adaptability_signs|content_triggers|identity_projection|message_effectiveness|reaction_patterns,2,0.02
adaptability_signs|authenticity_markers|conflict_approach|stress_indicators|vocabulary_range,2,0.02
brevity_style|conflict_approach|general_decription|narrative_voice|opinion_expression,2,0.02
adaptability_signs|community_role|content_triggers|emotional_expression|general_decription,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|controversy_handling|language_formality,2,0.02
cognitive_patterns|content_triggers|narrative_voice|social_orientation|value_signals,2,0.02
authenticity_markers|belief_expression|brevity_style|general_decription|narrative_voice,2,0.02
emotional_expression|language_formality|message_effectiveness|punctuation_style|social_orientation,2,0.02
belief_expression|controversy_handling|identity_projection|opinion_expression|value_signals,2,0.02
adaptability_signs|belief_expression|content_triggers|punctuation_style|vocabulary_range,2,0.02
adaptability_signs|content_triggers|emotional_expression|language_formality|message_effectiveness,2,0.02
authenticity_markers|belief_expression|language_formality|opinion_expression|reaction_patterns,2,0.02
belief_expression|controversy_handling|reaction_patterns|value_signals|vocabulary_range,2,0.02
belief_expression|content_triggers|narrative_voice|punctuation_style|social_orientation,2,0.02
authenticity_markers|conflict_approach|opinion_expression|reaction_patterns|social_orientation,2,0.02
adaptability_signs|emotional_expression|identity_projection|language_formality|vocabulary_range,2,0.02
controversy_handling|emotional_expression|language_formality|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|general_decription|language_formality|social_orientation|value_signals,2,0.02
cognitive_patterns|conflict_approach|message_effectiveness|punctuation_style|stress_indicators,2,0.02
authenticity_markers|conflict_approach|controversy_handling|narrative_voice|punctuation_style,2,0.02
cognitive_patterns|content_triggers|opinion_expression|social_orientation|stress_indicators,2,0.02
brevity_style|controversy_handling|identity_projection|narrative_voice|punctuation_style,2,0.02
emotional_expression|reaction_patterns|social_orientation|stress_indicators|vocabulary_range,2,0.02
brevity_style|content_triggers|narrative_voice|value_signals|vocabulary_range,2,0.02
belief_expression|community_role|controversy_handling|social_orientation|value_signals,2,0.02
content_triggers|emotional_expression|general_decription|opinion_expression|punctuation_style,2,0.02
adaptability_signs|cognitive_patterns|community_role|general_decription|message_effectiveness,2,0.02
adaptability_signs|belief_expression|cognitive_patterns|conflict_approach|language_formality,2,0.02
belief_expression|conflict_approach|emotional_expression|identity_projection|opinion_expression,2,0.02
brevity_style|community_role|language_formality|narrative_voice|vocabulary_range,2,0.02
adaptability_signs|brevity_style|emotional_expression|language_formality|reaction_patterns,2,0.02
adaptability_signs|cognitive_patterns|conflict_approach|opinion_expression|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|controversy_handling|punctuation_style|social_orientation,2,0.02
content_triggers|punctuation_style|stress_indicators|value_signals|vocabulary_range,2,0.02
conflict_approach|controversy_handling|emotional_expression|stress_indicators|vocabulary_range,2,0.02
authenticity_markers|conflict_approach|content_triggers|narrative_voice|reaction_patterns,2,0.02
belief_expression|conflict_approach|emotional_expression|general_decription|value_signals,2,0.02
adaptability_signs|authenticity_markers|reaction_patterns|stress_indicators|value_signals,2,0.02
belief_expression|brevity_style|content_triggers|emotional_expression|social_orientation,2,0.02
brevity_style|emotional_expression|narrative_voice|reaction_patterns|value_signals,2,0.02
authenticity_markers|controversy_handling|identity_projection|stress_indicators|value_signals,2,0.02
belief_expression|content_triggers|language_formality|narrative_voice|vocabulary_range,2,0.02
conflict_approach|content_triggers|emotional_expression|language_formality|stress_indicators,2,0.02
cognitive_patterns|conflict_approach|opinion_expression|social_orientation|value_signals,2,0.02
adaptability_signs|brevity_style|emotional_expression|identity_projection|opinion_expression,2,0.02
adaptability_signs|brevity_style|controversy_handling|social_orientation|value_signals,2,0.02
brevity_style|conflict_approach|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
authenticity_markers|community_role|conflict_approach|controversy_handling|stress_indicators,2,0.02
community_role|controversy_handling|message_effectiveness|opinion_expression|value_signals,2,0.02
emotional_expression|language_formality|message_effectiveness|social_orientation|stress_indicators,2,0.02
cognitive_patterns|community_role|language_formality|message_effectiveness|value_signals,2,0.02
adaptability_signs|conflict_approach|controversy_handling|language_formality|social_orientation,2,0.02
belief_expression|emotional_expression|message_effectiveness|punctuation_style|value_signals,2,0.02
controversy_handling|language_formality|punctuation_style|reaction_patterns|stress_indicators,2,0.02
cognitive_patterns|content_triggers|identity_projection|message_effectiveness|punctuation_style,2,0.02
conflict_approach|content_triggers|emotional_expression|opinion_expression|vocabulary_range,2,0.02
authenticity_markers|belief_expression|conflict_approach|message_effectiveness|opinion_expression,2,0.02
authenticity_markers|conflict_approach|general_decription|stress_indicators|value_signals,2,0.02
authenticity_markers|brevity_style|community_role|language_formality|reaction_patterns,2,0.02
belief_expression|cognitive_patterns|language_formality|message_effectiveness|reaction_patterns,2,0.02
belief_expression|content_triggers|opinion_expression|punctuation_style|value_signals,2,0.02
community_role|general_decription|opinion_expression|punctuation_style|value_signals,2,0.02
conflict_approach|emotional_expression|language_formality|punctuation_style|stress_indicators,2,0.02
belief_expression|conflict_approach|identity_projection|language_formality|reaction_patterns,2,0.02
brevity_style|content_triggers|identity_projection|message_effectiveness|value_signals,2,0.02
authenticity_markers|cognitive_patterns|conflict_approach|emotional_expression|language_formality,2,0.02
belief_expression|cognitive_patterns|conflict_approach|controversy_handling|emotional_expression,2,0.02
brevity_style|identity_projection|narrative_voice|opinion_expression|social_orientation,2,0.02
adaptability_signs|community_role|controversy_handling|language_formality|message_effectiveness,2,0.02
authenticity_markers|conflict_approach|general_decription|identity_projection|vocabulary_range,2,0.02
conflict_approach|identity_projection|narrative_voice|social_orientation|vocabulary_range,2,0.02
authenticity_markers|brevity_style|cognitive_patterns|language_formality|social_orientation,2,0.02
emotional_expression|identity_projection|message_effectiveness|punctuation_style|value_signals,2,0.02
conflict_approach|controversy_handling|punctuation_style|reaction_patterns|social_orientation,2,0.02
adaptability_signs|brevity_style|community_role|opinion_expression|vocabulary_range,2,0.02
brevity_style|conflict_approach|controversy_handling|emotional_expression|narrative_voice,2,0.02
brevity_style|general_decription|identity_projection|message_effectiveness|value_signals,2,0.02
community_role|conflict_approach|language_formality|narrative_voice|vocabulary_range,2,0.02
belief_expression|general_decription|language_formality|punctuation_style|social_orientation,2,0.02
community_role|controversy_handling|identity_projection|language_formality|message_effectiveness,2,0.02
brevity_style|controversy_handling|identity_projection|language_formality|social_orientation,2,0.02
authenticity_markers|general_decription|narrative_voice|opinion_expression|reaction_patterns,2,0.02
authenticity_markers|conflict_approach|opinion_expression|social_orientation|value_signals,2,0.02
belief_expression|conflict_approach|language_formality|narrative_voice|social_orientation,2,0.02
authenticity_markers|conflict_approach|language_formality|reaction_patterns|social_orientation,2,0.02
belief_expression|emotional_expression|general_decription|message_effectiveness|opinion_expression,2,0.02
authenticity_markers|conflict_approach|emotional_expression|general_decription|social_orientation,2,0.02
community_role|conflict_approach|content_triggers|identity_projection|punctuation_style,2,0.02
adaptability_signs|emotional_expression|identity_projection|narrative_voice|reaction_patterns,2,0.02
authenticity_markers|brevity_style|general_decription|identity_projection|message_effectiveness,2,0.02
community_role|controversy_handling|general_decription|language_formality|opinion_expression,2,0.02
content_triggers|controversy_handling|message_effectiveness|opinion_expression|stress_indicators,2,0.02
brevity_style|language_formality|opinion_expression|punctuation_style|value_signals,2,0.02
adaptability_signs|authenticity_markers|community_role|language_formality|value_signals,2,0.02
community_role|general_decription|opinion_expression|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|conflict_approach|emotional_expression|general_decription|value_signals,2,0.02
adaptability_signs|belief_expression|brevity_style|content_triggers|emotional_expression,2,0.02
cognitive_patterns|identity_projection|language_formality|opinion_expression|punctuation_style,2,0.02
brevity_style|conflict_approach|identity_projection|opinion_expression|punctuation_style,2,0.02
adaptability_signs|authenticity_markers|content_triggers|message_effectiveness|reaction_patterns,2,0.02
conflict_approach|language_formality|message_effectiveness|opinion_expression|value_signals,2,0.02
belief_expression|conflict_approach|content_triggers|emotional_expression|identity_projection,2,0.02
cognitive_patterns|controversy_handling|emotional_expression|identity_projection|message_effectiveness,2,0.02
conflict_approach|emotional_expression|punctuation_style|value_signals|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|controversy_handling|identity_projection|message_effectiveness,2,0.02
conflict_approach|language_formality|opinion_expression|punctuation_style|vocabulary_range,2,0.02
belief_expression|identity_projection|language_formality|narrative_voice|social_orientation,2,0.02
adaptability_signs|conflict_approach|general_decription|narrative_voice|value_signals,2,0.02
message_effectiveness|narrative_voice|opinion_expression|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|conflict_approach|content_triggers|opinion_expression|stress_indicators,2,0.02
general_decription|identity_projection|punctuation_style|social_orientation|vocabulary_range,2,0.02
adaptability_signs|controversy_handling|general_decription|message_effectiveness|vocabulary_range,2,0.02
brevity_style|content_triggers|emotional_expression|identity_projection|message_effectiveness,2,0.02
community_role|controversy_handling|general_decription|identity_projection|opinion_expression,2,0.02
adaptability_signs|conflict_approach|opinion_expression|punctuation_style|value_signals,2,0.02
cognitive_patterns|content_triggers|language_formality|message_effectiveness|reaction_patterns,2,0.02
community_role|controversy_handling|social_orientation|stress_indicators|vocabulary_range,2,0.02
community_role|conflict_approach|narrative_voice|reaction_patterns|stress_indicators,2,0.02
language_formality|message_effectiveness|narrative_voice|reaction_patterns|social_orientation,2,0.02
authenticity_markers|belief_expression|narrative_voice|punctuation_style|vocabulary_range,2,0.02
cognitive_patterns|community_role|controversy_handling|social_orientation|stress_indicators,2,0.02
brevity_style|emotional_expression|language_formality|opinion_expression|vocabulary_range,2,0.02
belief_expression|controversy_handling|language_formality|opinion_expression|social_orientation,2,0.02
adaptability_signs|message_effectiveness|narrative_voice|reaction_patterns|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|narrative_voice|punctuation_style|reaction_patterns,2,0.02
adaptability_signs|identity_projection|opinion_expression|punctuation_style|value_signals,2,0.02
authenticity_markers|language_formality|message_effectiveness|reaction_patterns|value_signals,2,0.02
community_role|controversy_handling|language_formality|stress_indicators|value_signals,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|opinion_expression|vocabulary_range,2,0.02
belief_expression|emotional_expression|identity_projection|opinion_expression|punctuation_style,2,0.02
controversy_handling|general_decription|narrative_voice|punctuation_style|reaction_patterns,2,0.02
brevity_style|community_role|content_triggers|controversy_handling|social_orientation,2,0.02
community_role|conflict_approach|language_formality|opinion_expression|vocabulary_range,2,0.02
adaptability_signs|community_role|content_triggers|identity_projection|punctuation_style,2,0.02
authenticity_markers|brevity_style|community_role|conflict_approach|message_effectiveness,2,0.02
cognitive_patterns|community_role|conflict_approach|emotional_expression|language_formality,2,0.02
authenticity_markers|cognitive_patterns|opinion_expression|stress_indicators|value_signals,2,0.02
belief_expression|brevity_style|community_role|identity_projection|reaction_patterns,2,0.02
brevity_style|conflict_approach|controversy_handling|message_effectiveness|opinion_expression,2,0.02
controversy_handling|message_effectiveness|narrative_voice|opinion_expression|reaction_patterns,2,0.02
brevity_style|controversy_handling|narrative_voice|opinion_expression|reaction_patterns,2,0.02
belief_expression|emotional_expression|identity_projection|opinion_expression|vocabulary_range,2,0.02
brevity_style|narrative_voice|stress_indicators|value_signals|vocabulary_range,2,0.02
cognitive_patterns|community_role|identity_projection|language_formality|opinion_expression,2,0.02
cognitive_patterns|community_role|narrative_voice|opinion_expression|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|conflict_approach|content_triggers|language_formality,2,0.02
community_role|language_formality|social_orientation|stress_indicators|value_signals,2,0.02
authenticity_markers|general_decription|narrative_voice|stress_indicators|value_signals,2,0.02
belief_expression|community_role|conflict_approach|value_signals|vocabulary_range,2,0.02
authenticity_markers|conflict_approach|content_triggers|punctuation_style|value_signals,2,0.02
brevity_style|identity_projection|opinion_expression|stress_indicators|vocabulary_range,2,0.02
controversy_handling|general_decription|language_formality|reaction_patterns|stress_indicators,2,0.02
authenticity_markers|conflict_approach|opinion_expression|reaction_patterns|value_signals,2,0.02
content_triggers|opinion_expression|punctuation_style|social_orientation|vocabulary_range,2,0.02
adaptability_signs|brevity_style|community_role|narrative_voice|punctuation_style,2,0.02
adaptability_signs|cognitive_patterns|language_formality|social_orientation|stress_indicators,2,0.02
general_decription|identity_projection|message_effectiveness|opinion_expression|social_orientation,2,0.02
cognitive_patterns|identity_projection|message_effectiveness|opinion_expression|reaction_patterns,2,0.02
belief_expression|brevity_style|identity_projection|opinion_expression|value_signals,2,0.02
message_effectiveness|punctuation_style|reaction_patterns|value_signals|vocabulary_range,2,0.02
authenticity_markers|brevity_style|community_role|value_signals|vocabulary_range,2,0.02
authenticity_markers|brevity_style|content_triggers|emotional_expression|vocabulary_range,2,0.02
adaptability_signs|authenticity_markers|community_role|content_triggers|language_formality,2,0.02
authenticity_markers|emotional_expression|general_decription|identity_projection|reaction_patterns,2,0.02
controversy_handling|identity_projection|message_effectiveness|opinion_expression|stress_indicators,2,0.02
brevity_style|conflict_approach|identity_projection|language_formality|vocabulary_range,2,0.02
belief_expression|brevity_style|controversy_handling|opinion_expression|value_signals,2,0.02
belief_expression|emotional_expression|message_effectiveness|opinion_expression|vocabulary_range,2,0.02
brevity_style|emotional_expression|language_formality|narrative_voice|reaction_patterns,2,0.02
authenticity_markers|cognitive_patterns|community_role|identity_projection|narrative_voice,2,0.02
language_formality|reaction_patterns|social_orientation|stress_indicators|value_signals,2,0.02
content_triggers|identity_projection|narrative_voice|social_orientation|vocabulary_range,2,0.02
belief_expression|brevity_style|cognitive_patterns|punctuation_style|vocabulary_range,2,0.02
belief_expression|brevity_style|controversy_handling|language_formality|value_signals,2,0.02
controversy_handling|emotional_expression|language_formality|narrative_voice|punctuation_style,2,0.02
conflict_approach|content_triggers|controversy_handling|emotional_expression|reaction_patterns,2,0.02
content_triggers|language_formality|punctuation_style|stress_indicators|value_signals,2,0.02
adaptability_signs|community_role|controversy_handling|language_formality|reaction_patterns,2,0.02
general_decription|narrative_voice|opinion_expression|social_orientation|vocabulary_range,2,0.02
cognitive_patterns|controversy_handling|emotional_expression|narrative_voice|value_signals,2,0.02
authenticity_markers|belief_expression|conflict_approach|general_decription|vocabulary_range,2,0.02
cognitive_patterns|conflict_approach|emotional_expression|narrative_voice|punctuation_style,2,0.02
authenticity_markers|belief_expression|cognitive_patterns|emotional_expression|opinion_expression,2,0.02
adaptability_signs|authenticity_markers|message_effectiveness|narrative_voice|value_signals,2,0.02
conflict_approach|controversy_handling|language_formality|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|brevity_style|controversy_handling|social_orientation|stress_indicators,2,0.02
adaptability_signs|language_formality|narrative_voice|reaction_patterns|stress_indicators,2,0.02
brevity_style|content_triggers|general_decription|message_effectiveness|value_signals,2,0.02
authenticity_markers|emotional_expression|reaction_patterns|value_signals|vocabulary_range,2,0.02
brevity_style|language_formality|message_effectiveness|opinion_expression|vocabulary_range,2,0.02
cognitive_patterns|content_triggers|social_orientation|value_signals|vocabulary_range,2,0.02
belief_expression|cognitive_patterns|conflict_approach|language_formality|punctuation_style,2,0.02
conflict_approach|identity_projection|opinion_expression|social_orientation|stress_indicators,2,0.02
brevity_style|content_triggers|identity_projection|reaction_patterns|vocabulary_range,2,0.02
adaptability_signs|belief_expression|content_triggers|message_effectiveness|social_orientation,2,0.02
belief_expression|community_role|conflict_approach|controversy_handling|narrative_voice,2,0.02
controversy_handling|emotional_expression|identity_projection|language_formality|opinion_expression,2,0.02
community_role|content_triggers|emotional_expression|identity_projection|reaction_patterns,2,0.02
community_role|conflict_approach|emotional_expression|social_orientation|vocabulary_range,2,0.02
adaptability_signs|belief_expression|controversy_handling|identity_projection|reaction_patterns,2,0.02
adaptability_signs|belief_expression|brevity_style|reaction_patterns|value_signals,2,0.02
belief_expression|controversy_handling|emotional_expression|language_formality|value_signals,2,0.02
belief_expression|conflict_approach|content_triggers|controversy_handling|message_effectiveness,2,0.02
belief_expression|cognitive_patterns|conflict_approach|message_effectiveness|reaction_patterns,2,0.02
adaptability_signs|conflict_approach|emotional_expression|punctuation_style|vocabulary_range,2,0.02
authenticity_markers|brevity_style|cognitive_patterns|punctuation_style|value_signals,2,0.02
brevity_style|emotional_expression|language_formality|reaction_patterns|social_orientation,2,0.02
belief_expression|conflict_approach|content_triggers|controversy_handling|punctuation_style,2,0.02
cognitive_patterns|general_decription|language_formality|message_effectiveness|social_orientation,2,0.02
belief_expression|controversy_handling|general_decription|message_effectiveness|stress_indicators,2,0.02
adaptability_signs|belief_expression|brevity_style|cognitive_patterns|controversy_handling,2,0.02
adaptability_signs|cognitive_patterns|general_decription|narrative_voice|value_signals,2,0.02
adaptability_signs|authenticity_markers|message_effectiveness|narrative_voice|vocabulary_range,2,0.02
brevity_style|cognitive_patterns|general_decription|social_orientation|vocabulary_range,2,0.02
conflict_approach|emotional_expression|narrative_voice|social_orientation|value_signals,2,0.02
adaptability_signs|content_triggers|emotional_expression|general_decription|language_formality,2,0.02
content_triggers|general_decription|message_effectiveness|punctuation_style|social_orientation,2,0.02
emotional_expression|general_decription|identity_projection|message_effectiveness|punctuation_style,2,0.02
cognitive_patterns|conflict_approach|content_triggers|opinion_expression|social_orientation,2,0.02
belief_expression|cognitive_patterns|community_role|conflict_approach|message_effectiveness,2,0.02
controversy_handling|identity_projection|punctuation_style|reaction_patterns|value_signals,2,0.02
adaptability_signs|content_triggers|general_decription|identity_projection|narrative_voice,2,0.02
controversy_handling|general_decription|identity_projection|narrative_voice|value_signals,2,0.02
brevity_style|controversy_handling|language_formality|message_effectiveness|stress_indicators,2,0.02
brevity_style|conflict_approach|emotional_expression|reaction_patterns|social_orientation,2,0.02
cognitive_patterns|conflict_approach|controversy_handling|language_formality|punctuation_style,2,0.02
belief_expression|language_formality|punctuation_style|reaction_patterns|value_signals,2,0.02
community_role|content_triggers|reaction_patterns|social_orientation|value_signals,2,0.02
cognitive_patterns|message_effectiveness|opinion_expression|punctuation_style|value_signals,2,0.02
emotional_expression|general_decription|message_effectiveness|punctuation_style|social_orientation,2,0.02
authenticity_markers|belief_expression|brevity_style|community_role|general_decription,2,0.02
adaptability_signs|community_role|conflict_approach|general_decription|punctuation_style,2,0.02
authenticity_markers|content_triggers|emotional_expression|identity_projection|opinion_expression,2,0.02
adaptability_signs|controversy_handling|general_decription|opinion_expression|reaction_patterns,2,0.02
adaptability_signs|brevity_style|punctuation_style|social_orientation|stress_indicators,2,0.02
content_triggers|general_decription|identity_projection|punctuation_style|reaction_patterns,2,0.02
authenticity_markers|belief_expression|brevity_style|stress_indicators|value_signals,2,0.02
belief_expression|cognitive_patterns|controversy_handling|general_decription|punctuation_style,2,0.02
authenticity_markers|community_role|content_triggers|emotional_expression|stress_indicators,2,0.02
belief_expression|emotional_expression|identity_projection|narrative_voice|punctuation_style,2,0.02
authenticity_markers|cognitive_patterns|controversy_handling|message_effectiveness|vocabulary_range,2,0.02
controversy_handling|message_effectiveness|punctuation_style|reaction_patterns|stress_indicators,2,0.02
adaptability_signs|authenticity_markers|punctuation_style|social_orientation|value_signals,2,0.02
authenticity_markers|community_role|content_triggers|controversy_handling|narrative_voice,2,0.02
belief_expression|controversy_handling|opinion_expression|stress_indicators|vocabulary_range,2,0.02
authenticity_markers|emotional_expression|message_effectiveness|social_orientation|stress_indicators,2,0.02
belief_expression|language_formality|message_effectiveness|opinion_expression|social_orientation,2,0.02
community_role|conflict_approach|language_formality|social_orientation|value_signals,2,0.02
belief_expression|content_triggers|controversy_handling|value_signals|vocabulary_range,2,0.02
belief_expression|content_triggers|general_decription|reaction_patterns|value_signals,2,0.02
belief_expression|conflict_approach|content_triggers|language_formality|social_orientation,2,0.02
belief_expression|cognitive_patterns|punctuation_style|stress_indicators|value_signals,2,0.02
adaptability_signs|conflict_approach|language_formality|social_orientation|value_signals,2,0.02
belief_expression|controversy_handling|emotional_expression|reaction_patterns|value_signals,2,0.02
authenticity_markers|content_triggers|controversy_handling|reaction_patterns|vocabulary_range,2,0.02
community_role|conflict_approach|general_decription|narrative_voice|punctuation_style,2,0.02
belief_expression|conflict_approach|emotional_expression|message_effectiveness|opinion_expression,2,0.02
controversy_handling|message_effectiveness|opinion_expression|social_orientation|stress_indicators,2,0.02
general_decription|opinion_expression|reaction_patterns|stress_indicators|vocabulary_range,2,0.02
adaptability_signs|community_role|identity_projection|language_formality|reaction_patterns,2,0.02
